transcript	l_tr	l_utr5	l_cds	l_utr3
YMR316C-A_mRNA	582	97	309	176
YMR316C-B_mRNA	579	97	306	176
YMR316W_mRNA	1189	109	1008	72
YMR317W_mRNA	3693	97	3420	176
YMR318C_mRNA	1346	167	1080	99
YMR319C_mRNA	1929	97	1656	176
YMR320W_mRNA	576	97	303	176
YMR321C_mRNA	588	97	315	176
YMR322C_mRNA	984	97	711	176
YMR323W_mRNA	1584	97	1311	176
YMR324C_mRNA	513	97	240	176
YMR325W_mRNA	645	97	372	176
YMR326C_mRNA	579	97	306	176
YNL001W_mRNA	1296	63	1158	75
YNL002C_mRNA	1083	49	966	68
YNL003C_mRNA	1320	62	852	406
YNL004W_mRNA	1514	20	1362	132
YNL005C_mRNA	1269	77	1113	79
YNL006W_mRNA	1300	27	909	364
YNL007C_mRNA	1253	149	1056	48
YNL008C_mRNA	2301	97	2028	176
YNL009W_mRNA	1533	97	1260	176
YNL010W_mRNA	928	65	723	140
YNL011C_mRNA	1605	97	1332	176
YNL012W_mRNA	2166	97	1893	176
YNL013C_mRNA	648	97	375	176
YNL014W_mRNA	3405	97	3132	176
YNL015W_mRNA	369	53	225	91
YNL016W_mRNA	2012	156	1359	497
YNL017C_mRNA	609	97	336	176
YNL018C_mRNA	2109	97	1836	176
YNL019C_mRNA	1125	97	852	176
YNL020C_mRNA	2200	120	1914	166
YNL021W_mRNA	2391	97	2118	176
YNL022C_mRNA	1631	63	1470	98
YNL023C_mRNA	3168	97	2895	176
YNL024C_mRNA	1011	97	738	176
YNL024C-A_mRNA	575	87	216	272
YNL025C_mRNA	1242	97	969	176
YNL026W_mRNA	1596	19	1452	125
YNL027W_mRNA	2307	97	2034	176
YNL028W_mRNA	588	97	315	176
YNL029C_mRNA	1679	45	1566	68
YNL030W_mRNA	633	136	309	188
YNL031C_mRNA	784	113	408	263
YNL032W_mRNA	1116	97	843	176
YNL033W_mRNA	1125	97	852	176
YNL034W_mRNA	2109	97	1836	176
YNL035C_mRNA	1457	73	1167	217
YNL036W_mRNA	845	51	663	131
YNL037C_mRNA	1335	144	1080	111
YNL038W_mRNA	960	97	687	176
YNL039W_mRNA	1877	39	1782	56
YNL040W_mRNA	1641	97	1368	176
YNL041C_mRNA	2790	97	2517	176
YNL042W_mRNA	1461	97	1188	176
YNL042W-B_mRNA	528	97	255	176
YNL043C_mRNA	591	97	318	176
YNL044W_mRNA	778	85	528	165
YNL045W_mRNA	2286	97	2013	176
YNL046W_mRNA	853	180	516	157
YNL047C_mRNA	2241	97	1968	176
YNL048W_mRNA	1765	18	1644	103
YNL049C_mRNA	2901	97	2628	176
YNL050C_mRNA	1083	97	810	176
YNL051W_mRNA	1268	15	1209	44
YNL052W_mRNA	764	39	459	266
YNL053W_mRNA	1712	115	1467	130
YNL054W_mRNA	3768	97	3495	176
YNL055C_mRNA	937	48	849	40
YNL056W_mRNA	931	158	591	182
YNL057W_mRNA	603	97	330	176
YNL058C_mRNA	1221	97	948	176
YNL059C_mRNA	2538	97	2265	176
YNL061W_mRNA	2059	43	1854	162
YNL062C_mRNA	1707	97	1434	176
YNL063W_mRNA	1215	97	942	176
YNL064C_mRNA	1596	169	1227	200
YNL065W_mRNA	2031	97	1758	176
YNL066W_mRNA	1570	109	1260	201
YNL067W_mRNA	917	44	573	300
YNL067W-A_mRNA	417	97	144	176
YNL067W-B_mRNA	411	97	138	176
YNL068C_mRNA	2859	97	2586	176
YNL069C_mRNA	806	45	594	167
YNL070W_mRNA	415	78	180	157
YNL071W_mRNA	1691	82	1446	163
YNL072W_mRNA	1035	21	921	93
YNL073W_mRNA	2001	97	1728	176
YNL074C_mRNA	1629	97	1356	176
YNL075W_mRNA	1143	97	870	176
YNL076W_mRNA	2025	97	1752	176
YNL077W_mRNA	1857	97	1584	176
YNL078W_mRNA	1494	97	1221	176
YNL079C_mRNA	801	45	597	159
YNL080C_mRNA	1378	195	1098	85
YNL081C_mRNA	662	44	429	189
YNL082W_mRNA	2750	45	2619	86
YNL083W_mRNA	1836	18	1482	336
YNL084C_mRNA	1246	65	1047	134
YNL085W_mRNA	2763	97	2490	176
YNL086W_mRNA	636	92	306	238
YNL087W_mRNA	3807	97	3534	176
YNL088W_mRNA	4557	97	4284	176
YNL089C_mRNA	747	97	474	176
YNL090W_mRNA	849	97	576	176
YNL091W_mRNA	3936	136	3720	80
YNL092W_mRNA	1473	97	1200	176
YNL093W_mRNA	933	97	660	176
YNL094W_mRNA	2180	266	1761	153
YNL095C_mRNA	2273	224	1926	123
YNL096C_mRNA	877	52	570	255
YNL097C_mRNA	1284	132	990	162
YNL097C-B_mRNA	393	97	120	176
YNL097W-A_mRNA	426	97	153	176
YNL098C_mRNA	1239	97	966	176
YNL099C_mRNA	987	97	714	176
YNL100W_mRNA	871	50	702	119
YNL101W_mRNA	2519	187	2139	193
YNL102W_mRNA	4677	97	4404	176
YNL103W_mRNA	2297	195	2016	86
YNL103W-A_mRNA	360	97	87	176
YNL104C_mRNA	2160	197	1857	106
YNL105W_mRNA	699	97	426	176
YNL106C_mRNA	3822	97	3549	176
YNL107W_mRNA	883	40	678	165
YNL108C_mRNA	1019	38	810	171
YNL109W_mRNA	816	97	543	176
YNL110C_mRNA	847	84	660	103
YNL111C_mRNA	883	246	360	277
YNL112W_mRNA	1815	41	1638	136
YNL113W_mRNA	647	48	426	173
YNL114C_mRNA	642	97	369	176
YNL115C_mRNA	2205	97	1932	176
YNL116W_mRNA	1786	53	1566	167
YNL117W_mRNA	1935	97	1662	176
YNL118C_mRNA	3144	52	2910	182
YNL119W_mRNA	1647	33	1479	135
YNL120C_mRNA	756	97	483	176
YNL121C_mRNA	2128	53	1851	224
YNL122C_mRNA	618	97	345	176
YNL123W_mRNA	3108	50	2991	67
YNL124W_mRNA	1581	28	1476	77
YNL125C_mRNA	2292	97	2019	176
YNL126W_mRNA	2811	97	2538	176
YNL127W_mRNA	3132	97	2859	176
YNL128W_mRNA	1575	97	1302	176
YNL129W_mRNA	949	97	720	132
YNL130C_mRNA	1310	42	1179	89
YNL130C-A_mRNA	417	97	144	176
YNL131W_mRNA	852	73	456	323
YNL132W_mRNA	3356	91	3168	97
YNL133C_mRNA	792	97	519	176
YNL134C_mRNA	1284	66	1128	90
YNL135C_mRNA	811	50	342	419
YNL136W_mRNA	1427	20	1275	132
YNL137C_mRNA	1794	114	1458	222
YNL138W_mRNA	1770	31	1578	161
YNL138W-A_mRNA	528	97	255	176
YNL139C_mRNA	5064	97	4791	176
YNL140C_mRNA	840	97	567	176
YNL141W_mRNA	1202	34	1041	127
YNL142W_mRNA	1770	97	1497	176
YNL143C_mRNA	663	97	390	176
YNL144C_mRNA	2493	97	2220	176
YNL144W-A_mRNA	354	97	81	176
YNL145W_mRNA	333	41	114	178
YNL146C-A_mRNA	465	97	192	176
YNL146W_mRNA	573	97	300	176
YNL147W_mRNA	498	81	345	72
YNL148C_mRNA	1035	97	762	176
YNL149C_mRNA	554	44	387	123
YNL150W_mRNA	678	97	405	176
YNL151C_mRNA	914	67	753	94
YNL152W_mRNA	1500	97	1227	176
YNL153C_mRNA	619	37	387	195
YNL154C_mRNA	2070	222	1638	210
YNL155W_mRNA	1111	152	822	137
YNL156C_mRNA	1187	186	897	104
YNL157W_mRNA	631	43	504	84
YNL158W_mRNA	867	97	594	176
YNL159C_mRNA	1140	97	867	176
YNL160W_mRNA	1332	63	1062	207
YNL161W_mRNA	2509	171	2268	70
YNL162W_mRNA	456	37	318	101
YNL162W-A_mRNA	489	97	216	176
YNL163C_mRNA	3502	59	3330	113
YNL164C_mRNA	1312	177	1053	82
YNL165W_mRNA	1462	90	1218	154
YNL166C_mRNA	1447	30	1344	73
YNL167C_mRNA	2214	97	1941	176
YNL168C_mRNA	992	56	777	159
YNL169C_mRNA	1773	97	1500	176
YNL170W_mRNA	666	97	393	176
YNL171C_mRNA	639	97	366	176
YNL172W_mRNA	5517	97	5244	176
YNL173C_mRNA	1270	52	1098	120
YNL174W_mRNA	843	97	570	176
YNL175C_mRNA	1482	97	1209	176
YNL176C_mRNA	2333	171	1908	254
YNL177C_mRNA	1144	54	927	163
YNL178W_mRNA	900	48	720	132
YNL179C_mRNA	708	97	435	176
YNL180C_mRNA	1266	97	993	176
YNL181W_mRNA	1408	69	1221	118
YNL182C_mRNA	1852	60	1665	127
YNL183C_mRNA	2643	97	2370	176
YNL184C_mRNA	597	97	324	176
YNL185C_mRNA	747	97	474	176
YNL186W_mRNA	2879	234	2376	269
YNL187W_mRNA	1344	97	1071	176
YNL188W_mRNA	1572	97	1299	176
YNL189W_mRNA	1973	217	1626	130
YNL190W_mRNA	1439	283	612	544
YNL191W_mRNA	1221	62	1071	88
YNL192W_mRNA	3666	97	3393	176
YNL193W_mRNA	1781	51	1674	56
YNL194C_mRNA	1176	97	903	176
YNL195C_mRNA	1056	97	783	176
YNL196C_mRNA	1167	97	894	176
YNL197C_mRNA	2256	97	1983	176
YNL198C_mRNA	573	97	300	176
YNL199C_mRNA	1875	97	1602	176
YNL200C_mRNA	903	100	738	65
YNL201C_mRNA	2847	97	2574	176
YNL202W_mRNA	1149	97	876	176
YNL203C_mRNA	882	97	609	176
YNL204C_mRNA	1173	97	900	176
YNL205C_mRNA	693	97	420	176
YNL206C_mRNA	1454	13	1365	76
YNL207W_mRNA	1573	125	1275	173
YNL208W_mRNA	781	86	597	98
YNL209W_mRNA	2020	59	1839	122
YNL210W_mRNA	1083	97	810	176
YNL211C_mRNA	538	51	258	229
YNL212W_mRNA	2518	66	2346	106
YNL213C_mRNA	871	102	642	127
YNL214W_mRNA	880	21	597	262
YNL215W_mRNA	1098	92	960	46
YNL216W_mRNA	2754	97	2481	176
YNL217W_mRNA	1120	32	978	110
YNL218W_mRNA	2034	97	1761	176
YNL219C_mRNA	1938	97	1665	176
YNL220W_mRNA	1501	106	1299	96
YNL221C_mRNA	2898	97	2625	176
YNL222W_mRNA	810	37	618	155
YNL223W_mRNA	1578	30	1482	66
YNL224C_mRNA	2541	95	2301	145
YNL225C_mRNA	2016	97	1743	176
YNL226W_mRNA	681	97	408	176
YNL227C_mRNA	2043	97	1770	176
YNL228W_mRNA	1047	97	774	176
YNL229C_mRNA	1335	97	1062	176
YNL230C_mRNA	1410	97	1137	176
YNL231C_mRNA	1326	97	1053	176
YNL232W_mRNA	1005	60	876	69
YNL233W_mRNA	2949	97	2676	176
YNL234W_mRNA	1551	97	1278	176
YNL235C_mRNA	702	97	429	176
YNL236W_mRNA	3195	97	2922	176
YNL237W_mRNA	1605	47	1377	181
YNL238W_mRNA	2715	97	2442	176
YNL239W_mRNA	1620	103	1362	155
YNL240C_mRNA	1746	97	1473	176
YNL241C_mRNA	1788	97	1515	176
YNL242W_mRNA	5049	97	4776	176
YNL243W_mRNA	3177	97	2904	176
YNL244C_mRNA	565	89	324	152
YNL245C_mRNA	810	97	537	176
YNL246W_mRNA	1102	29	792	281
YNL247W_mRNA	2574	97	2301	176
YNL248C_mRNA	1484	44	1245	195
YNL249C_mRNA	1899	97	1626	176
YNL250W_mRNA	4209	97	3936	176
YNL251C_mRNA	1998	97	1725	176
YNL252C_mRNA	977	15	843	119
YNL253W_mRNA	1539	97	1266	176
YNL254C_mRNA	1476	97	1203	176
YNL255C_mRNA	793	69	459	265
YNL256W_mRNA	2620	85	2472	63
YNL257C_mRNA	3960	97	3687	176
YNL258C_mRNA	2535	97	2262	176
YNL259C_mRNA	393	53	219	121
YNL260C_mRNA	867	97	594	176
YNL261W_mRNA	1710	97	1437	176
YNL262W_mRNA	6939	97	6666	176
YNL263C_mRNA	1188	143	942	103
YNL264C_mRNA	1324	31	1050	243
YNL265C_mRNA	1167	97	894	176
YNL266W_mRNA	690	97	417	176
YNL267W_mRNA	3431	99	3198	134
YNL268W_mRNA	2118	64	1833	221
YNL269W_mRNA	666	97	393	176
YNL270C_mRNA	1992	97	1719	176
YNL271C_mRNA	6132	97	5859	176
YNL272C_mRNA	2488	96	2277	115
YNL273W_mRNA	3987	97	3714	176
YNL274C_mRNA	1264	100	1050	114
YNL275W_mRNA	1944	43	1728	173
YNL276C_mRNA	666	97	393	176
YNL277W_mRNA	1731	97	1458	176
YNL277W-A_mRNA	459	97	186	176
YNL278W_mRNA	3453	97	3180	176
YNL279W_mRNA	2256	97	1983	176
YNL280C_mRNA	1587	97	1314	176
YNL281W_mRNA	699	56	459	184
YNL282W_mRNA	858	97	585	176
YNL283C_mRNA	2131	463	1509	159
YNL284C_mRNA	1239	97	966	176
YNL285W_mRNA	642	97	369	176
YNL286W_mRNA	1128	97	855	176
YNL287W_mRNA	3235	189	2805	241
YNL288W_mRNA	1437	141	1119	177
YNL289W_mRNA	1071	89	837	145
YNL290W_mRNA	1121	17	1020	84
YNL291C_mRNA	1917	97	1644	176
YNL292W_mRNA	1482	97	1209	176
YNL293W_mRNA	2043	64	1899	80
YNL294C_mRNA	1930	179	1599	152
YNL295W_mRNA	1845	97	1572	176
YNL296W_mRNA	585	97	312	176
YNL297C_mRNA	5181	97	4908	176
YNL298W_mRNA	2799	97	2526	176
YNL299W_mRNA	2098	84	1926	88
YNL300W_mRNA	677	112	306	259
YNL301C_mRNA	794	55	558	181
YNL302C_mRNA	674	51	432	191
YNL303W_mRNA	618	97	345	176
YNL304W_mRNA	1524	97	1251	176
YNL305C_mRNA	1164	97	891	176
YNL306W_mRNA	796	51	651	94
YNL307C_mRNA	1596	138	1125	333
YNL308C_mRNA	2046	97	1773	176
YNL309W_mRNA	1503	50	1260	193
YNL310C_mRNA	666	40	522	104
YNL311C_mRNA	2374	14	2289	71
YNL312W_mRNA	945	39	819	87
YNL313C_mRNA	2985	97	2712	176
YNL314W_mRNA	1038	97	765	176
YNL315C_mRNA	1053	10	954	89
YNL316C_mRNA	1104	56	1002	46
YNL317W_mRNA	1531	30	1395	106
YNL318C_mRNA	1893	97	1620	176
YNL319W_mRNA	711	97	438	176
YNL320W_mRNA	1016	57	852	107
YNL321W_mRNA	2873	23	2724	126
YNL322C_mRNA	1062	33	939	90
YNL323W_mRNA	1515	97	1242	176
YNL324W_mRNA	666	97	393	176
YNL325C_mRNA	2910	97	2637	176
YNL326C_mRNA	1199	52	1008	139
YNL327W_mRNA	3275	31	3123	121
YNL328C_mRNA	711	97	438	176
YNL329C_mRNA	3363	97	3090	176
YNL330C_mRNA	1400	55	1299	46
YNL331C_mRNA	1401	97	1128	176
YNL332W_mRNA	1293	97	1020	176
YNL333W_mRNA	1167	97	894	176
YNL334C_mRNA	939	97	666	176
YNL335W_mRNA	948	97	675	176
YNL336W_mRNA	1416	97	1143	176
YNL337W_mRNA	525	97	252	176
YNL338W_mRNA	429	97	156	176
YNL339C_mRNA	5850	97	5577	176
YNL339W-A_mRNA	846	97	573	176
YNL339W-B_mRNA	753	97	480	176
YNR001C_mRNA	1710	97	1437	176
YNR001W-A_mRNA	489	97	216	176
YNR002C_mRNA	1119	97	846	176
YNR003C_mRNA	1077	49	951	77
YNR003W-A_mRNA	369	97	96	176
YNR004W_mRNA	711	97	438	176
YNR005C_mRNA	675	97	402	176
YNR006W_mRNA	2139	97	1866	176
YNR007C_mRNA	1203	97	930	176
YNR008W_mRNA	2256	97	1983	176
YNR009W_mRNA	984	78	747	159
YNR010W_mRNA	606	52	447	107
YNR011C_mRNA	2901	97	2628	176
YNR012W_mRNA	1682	92	1503	87
YNR013C_mRNA	2955	97	2682	176
YNR014W_mRNA	909	97	636	176
YNR015W_mRNA	1264	24	1152	88
YNR016C_mRNA	6972	97	6699	176
YNR017W_mRNA	1110	252	666	192
YNR018W_mRNA	851	45	672	134
YNR019W_mRNA	2199	97	1926	176
YNR020C_mRNA	1083	97	810	176
YNR021W_mRNA	1444	45	1212	187
YNR022C_mRNA	598	50	417	131
YNR023W_mRNA	1971	97	1698	176
YNR024W_mRNA	712	24	558	130
YNR025C_mRNA	630	97	357	176
YNR026C_mRNA	1686	97	1413	176
YNR027W_mRNA	1224	97	951	176
YNR028W_mRNA	1056	39	924	93
YNR029C_mRNA	1560	97	1287	176
YNR030W_mRNA	1887	77	1653	157
YNR031C_mRNA	5010	97	4737	176
YNR032C-A_mRNA	356	37	219	100
YNR032W_mRNA	1378	144	1104	130
YNR033W_mRNA	2634	97	2361	176
YNR034W_mRNA	1346	112	963	271
YNR034W-A_mRNA	726	293	294	139
YNR035C_mRNA	1115	41	1026	48
YNR036C_mRNA	658	26	459	173
YNR037C_mRNA	434	36	273	125
YNR038W_mRNA	2048	10	1887	151
YNR039C_mRNA	2088	97	1815	176
YNR040W_mRNA	927	97	768	62
YNR041C_mRNA	1389	97	1116	176
YNR042W_mRNA	699	97	426	176
YNR043W_mRNA	1395	47	1188	160
YNR044W_mRNA	2448	97	2175	176
YNR045W_mRNA	1540	31	1467	42
YNR046W_mRNA	609	49	405	155
YNR047W_mRNA	2952	97	2679	176
YNR048W_mRNA	1452	97	1179	176
YNR049C_mRNA	903	97	630	176
YNR050C_mRNA	1611	97	1338	176
YNR051C_mRNA	1818	97	1545	176
YNR052C_mRNA	1390	57	1299	34
YNR053C_mRNA	1731	97	1458	176
YNR054C_mRNA	1023	35	948	40
YNR055C_mRNA	2307	462	1758	87
YNR056C_mRNA	1956	97	1683	176
YNR057C_mRNA	984	97	711	176
YNR058W_mRNA	1713	97	1440	176
YNR059W_mRNA	2013	97	1740	176
YNR060W_mRNA	2430	97	2157	176
YNR061C_mRNA	1086	92	657	337
YNR062C_mRNA	1254	97	981	176
YNR063W_mRNA	2094	97	1821	176
YNR064C_mRNA	1143	97	870	176
YNR065C_mRNA	3621	97	3348	176
YNR066C_mRNA	1581	97	1308	176
YNR067C_mRNA	3541	46	3351	144
YNR068C_mRNA	1089	97	816	176
YNR069C_mRNA	1740	97	1467	176
YNR070W_mRNA	4272	97	3999	176
YNR071C_mRNA	1299	97	1026	176
YNR072W_mRNA	1965	97	1692	176
YNR073C_mRNA	1779	97	1506	176
YNR074C_mRNA	1407	97	1134	176
YNR075C-A_mRNA	363	97	90	176
YNR075W_mRNA	1395	97	1122	176
YNR076W_mRNA	633	97	360	176
YNR077C_mRNA	525	97	252	176
YOL001W_mRNA	1152	97	879	176
YOL002C_mRNA	1084	56	951	77
YOL003C_mRNA	1407	97	1134	176
YOL004W_mRNA	4881	97	4608	176
YOL005C_mRNA	759	286	360	113
YOL006C_mRNA	2580	97	2307	176
YOL007C_mRNA	1450	88	1023	339
YOL008W_mRNA	808	31	621	156
YOL009C_mRNA	1086	97	813	176
YOL010W_mRNA	1273	67	1101	105
YOL011W_mRNA	2331	97	2058	176
YOL012C_mRNA	966	377	402	187
YOL013C_mRNA	1926	97	1653	176
YOL013W-A_mRNA	462	97	189	176
YOL013W-B_mRNA	561	97	288	176
YOL014W_mRNA	652	155	372	125
YOL015W_mRNA	2031	97	1758	176
YOL016C_mRNA	1537	93	1341	103
YOL017W_mRNA	2415	97	2142	176
YOL018C_mRNA	1494	86	1191	217
YOL019W_mRNA	2019	142	1653	224
YOL019W-A_mRNA	423	97	150	176
YOL020W_mRNA	2035	147	1776	112
YOL021C_mRNA	3174	46	3003	125
YOL022C_mRNA	1497	97	1224	176
YOL023W_mRNA	2137	17	2028	92
YOL024W_mRNA	789	97	516	176
YOL025W_mRNA	2253	97	1980	176
YOL026C_mRNA	477	39	339	99
YOL027C_mRNA	1935	41	1719	175
YOL028C_mRNA	1008	97	735	176
YOL029C_mRNA	876	97	603	176
YOL030W_mRNA	1712	62	1452	198
YOL031C_mRNA	1536	97	1263	176
YOL032W_mRNA	1011	97	738	176
YOL033W_mRNA	1780	58	1608	114
YOL034W_mRNA	3365	27	3279	59
YOL035C_mRNA	573	97	300	176
YOL036W_mRNA	2819	393	2283	143
YOL037C_mRNA	624	97	351	176
YOL038C-A_mRNA	368	73	93	202
YOL038W_mRNA	925	79	762	84
YOL039W_mRNA	718	145	318	255
YOL040C_mRNA	630	60	426	144
YOL041C_mRNA	1650	97	1377	176
YOL042W_mRNA	1431	66	1089	276
YOL043C_mRNA	1413	97	1140	176
YOL044W_mRNA	1422	97	1149	176
YOL045W_mRNA	3576	97	3303	176
YOL046C_mRNA	945	97	672	176
YOL047C_mRNA	1341	97	1068	176
YOL048C_mRNA	1299	97	1026	176
YOL049W_mRNA	1652	59	1473	120
YOL050C_mRNA	591	97	318	176
YOL051W_mRNA	3516	97	3243	176
YOL052C_mRNA	1461	97	1188	176
YOL052C-A_mRNA	521	45	183	293
YOL053W_mRNA	1458	97	1185	176
YOL054W_mRNA	1491	97	1218	176
YOL055C_mRNA	1926	97	1653	176
YOL056W_mRNA	1125	63	909	153
YOL057W_mRNA	2339	56	2133	150
YOL058W_mRNA	1515	80	1260	175
YOL059W_mRNA	1593	97	1320	176
YOL060C_mRNA	2391	97	2118	176
YOL061W_mRNA	1726	68	1488	170
YOL062C_mRNA	1746	97	1473	176
YOL063C_mRNA	3144	97	2871	176
YOL064C_mRNA	1344	97	1071	176
YOL065C_mRNA	1425	97	1152	176
YOL066C_mRNA	2046	97	1773	176
YOL067C_mRNA	1589	50	531	1008
YOL068C_mRNA	1782	97	1509	176
YOL069W_mRNA	1626	97	1353	176
YOL070C_mRNA	1776	97	1503	176
YOL071W_mRNA	655	4	486	165
YOL072W_mRNA	1489	22	1365	102
YOL073C_mRNA	1062	42	966	54
YOL075C_mRNA	4155	97	3882	176
YOL076W_mRNA	2521	22	2388	111
YOL077C_mRNA	1020	75	873	72
YOL077W-A_mRNA	480	50	204	226
YOL078W_mRNA	3801	97	3528	176
YOL079W_mRNA	669	97	396	176
YOL080C_mRNA	1075	51	867	157
YOL081W_mRNA	9510	97	9237	176
YOL082W_mRNA	1413	59	1245	109
YOL083C-A_mRNA	411	97	138	176
YOL083W_mRNA	1420	94	1236	90
YOL084W_mRNA	3246	97	2973	176
YOL085C_mRNA	612	97	339	176
YOL085W-A_mRNA	483	97	210	176
YOL086C_mRNA	1402	279	1044	79
YOL086W-A_mRNA	430	57	270	103
YOL087C_mRNA	3621	97	3348	176
YOL088C_mRNA	1060	82	831	147
YOL089C_mRNA	3363	97	3090	176
YOL090W_mRNA	3005	38	2892	75
YOL091W_mRNA	2100	97	1827	176
YOL092W_mRNA	1010	41	924	45
YOL093W_mRNA	1021	26	879	116
YOL094C_mRNA	1080	57	969	54
YOL095C_mRNA	2391	97	2118	176
YOL096C_mRNA	1061	29	936	96
YOL097C_mRNA	1398	25	1296	77
YOL097W-A_mRNA	456	97	183	176
YOL098C_mRNA	3384	97	3111	176
YOL099C_mRNA	762	97	489	176
YOL100W_mRNA	3516	97	3243	176
YOL101C_mRNA	1209	97	936	176
YOL102C_mRNA	816	19	690	107
YOL103W_mRNA	2100	97	1827	176
YOL104C_mRNA	1329	97	1056	176
YOL105C_mRNA	2089	286	1668	135
YOL106W_mRNA	624	97	351	176
YOL107W_mRNA	1299	97	1026	176
YOL108C_mRNA	726	97	453	176
YOL109W_mRNA	600	92	339	169
YOL110W_mRNA	984	97	711	176
YOL111C_mRNA	909	97	636	176
YOL112W_mRNA	1727	149	1476	102
YOL113W_mRNA	2238	97	1965	176
YOL114C_mRNA	879	97	606	176
YOL115W_mRNA	2025	97	1752	176
YOL116W_mRNA	1419	97	1146	176
YOL117W_mRNA	2208	97	1935	176
YOL118C_mRNA	579	97	306	176
YOL119C_mRNA	1776	97	1503	176
YOL120C_mRNA	843	94	558	191
YOL121C_mRNA	587	66	432	89
YOL122C_mRNA	1967	107	1725	135
YOL123W_mRNA	2113	380	1602	131
YOL124C_mRNA	1396	36	1299	61
YOL125W_mRNA	1701	97	1428	176
YOL126C_mRNA	1417	76	1131	210
YOL127W_mRNA	656	34	426	196
YOL128C_mRNA	1398	97	1125	176
YOL129W_mRNA	741	38	552	151
YOL130W_mRNA	2850	97	2577	176
YOL131W_mRNA	597	97	324	176
YOL132W_mRNA	1686	97	1413	176
YOL133W_mRNA	703	51	363	289
YOL134C_mRNA	660	97	387	176
YOL135C_mRNA	834	38	666	130
YOL136C_mRNA	1770	222	1191	357
YOL137W_mRNA	1764	97	1491	176
YOL138C_mRNA	4296	97	4023	176
YOL139C_mRNA	847	90	639	118
YOL140W_mRNA	1542	97	1269	176
YOL141W_mRNA	2358	97	2085	176
YOL142W_mRNA	795	21	720	54
YOL143C_mRNA	869	247	507	115
YOL144W_mRNA	1526	27	1452	47
YOL145C_mRNA	3504	97	3231	176
YOL146W_mRNA	669	24	582	63
YOL147C_mRNA	914	73	708	133
YOL148C_mRNA	2085	97	1812	176
YOL149W_mRNA	966	97	693	176
YOL150C_mRNA	582	97	309	176
YOL151W_mRNA	1299	97	1026	176
YOL152W_mRNA	2133	97	1860	176
YOL154W_mRNA	1020	97	747	176
YOL155C_mRNA	3174	97	2901	176
YOL155W-A_mRNA	405	97	132	176
YOL156W_mRNA	1974	97	1701	176
YOL157C_mRNA	2040	97	1767	176
YOL158C_mRNA	1971	22	1818	131
YOL159C_mRNA	700	18	513	169
YOL159C-A_mRNA	543	97	270	176
YOL160W_mRNA	612	97	339	176
YOL161C_mRNA	633	97	360	176
YOL162W_mRNA	918	97	645	176
YOL163W_mRNA	780	97	507	176
YOL164W_mRNA	2211	97	1938	176
YOL164W-A_mRNA	453	97	180	176
YOL165C_mRNA	702	97	429	176
YOL166C_mRNA	609	97	336	176
YOL166W-A_mRNA	426	97	153	176
YOR001W_mRNA	2344	31	2199	114
YOR002W_mRNA	1794	81	1632	81
YOR003W_mRNA	1707	97	1434	176
YOR004W_mRNA	972	57	762	153
YOR005C_mRNA	3105	97	2832	176
YOR006C_mRNA	1116	40	939	137
YOR007C_mRNA	1176	19	1038	119
YOR008C_mRNA	1715	250	1134	331
YOR008C-A_mRNA	495	97	222	176
YOR008W-B_mRNA	372	97	99	176
YOR009W_mRNA	1734	97	1461	176
YOR010C_mRNA	1026	97	753	176
YOR011W_mRNA	4455	97	4182	176
YOR011W-A_mRNA	477	97	204	176
YOR012W_mRNA	684	97	411	176
YOR013W_mRNA	741	97	468	176
YOR014W_mRNA	2544	97	2271	176
YOR015W_mRNA	630	97	357	176
YOR016C_mRNA	865	117	621	127
YOR017W_mRNA	2591	32	2400	159
YOR018W_mRNA	2701	47	2511	143
YOR019W_mRNA	2463	97	2190	176
YOR020C_mRNA	486	50	318	118
YOR020W-A_mRNA	1003	530	270	203
YOR021C_mRNA	827	53	639	135
YOR022C_mRNA	2179	20	2145	14
YOR023C_mRNA	1971	97	1698	176
YOR024W_mRNA	594	97	321	176
YOR025W_mRNA	1564	70	1341	153
YOR026W_mRNA	1296	97	1023	176
YOR027W_mRNA	1956	97	1767	92
YOR028C_mRNA	1158	97	885	176
YOR029W_mRNA	606	97	333	176
YOR030W_mRNA	2130	97	1857	176
YOR032C_mRNA	1575	97	1302	176
YOR032W-A_mRNA	471	97	198	176
YOR033C_mRNA	2379	97	2106	176
YOR034C_mRNA	2520	97	2247	176
YOR034C-A_mRNA	513	97	240	176
YOR035C_mRNA	2640	97	2367	176
YOR036W_mRNA	966	30	864	72
YOR037W_mRNA	1226	23	1098	105
YOR038C_mRNA	2898	97	2625	176
YOR039W_mRNA	1197	162	774	261
YOR040W_mRNA	1128	97	855	176
YOR041C_mRNA	702	97	429	176
YOR042W_mRNA	1419	57	1233	129
YOR043W_mRNA	1731	97	1458	176
YOR044W_mRNA	744	97	471	176
YOR045W_mRNA	437	57	183	197
YOR046C_mRNA	1540	42	1446	52
YOR047C_mRNA	1641	139	1332	170
YOR048C_mRNA	3291	97	3018	176
YOR049C_mRNA	1335	97	1062	176
YOR050C_mRNA	618	97	345	176
YOR051C_mRNA	1437	52	1236	149
YOR052C_mRNA	902	196	450	256
YOR053W_mRNA	612	97	339	176
YOR054C_mRNA	2246	151	2022	73
YOR055W_mRNA	705	97	432	176
YOR056C_mRNA	1523	84	1377	62
