"transcript"	"l_tr"	"l_utr5"	"l_cds"	"l_utr3"	"nis_pos"
"YNL156C_mRNA"	1187	186	897	104	22
"YNL155W_mRNA"	1111	152	822	137	19
"YNL154C_mRNA"	2070	222	1638	210	52
"YNL153C_mRNA"	619	37	387	195	13
"YNL152W_mRNA"	1500	97	1227	176	4
"YNL151C_mRNA"	914	67	753	94	85
"YNL150W_mRNA"	678	97	405	176	40
"YNL149C_mRNA"	554	44	387	123	40
"YNL148C_mRNA"	1035	97	762	176	37
"YNL147W_mRNA"	498	81	345	72	7
"YNL146C-A_mRNA"	465	97	192	176	Inf
"YNL146W_mRNA"	573	97	300	176	55
"YNL145W_mRNA"	333	41	114	178	Inf
"YNL144C_mRNA"	2493	97	2220	176	25
"YNL144W-A_mRNA"	354	97	81	176	46
"YNL143C_mRNA"	663	97	390	176	16
"YNL142W_mRNA"	1770	97	1497	176	4
"YNL141W_mRNA"	1202	34	1041	127	25
"YNL140C_mRNA"	840	97	567	176	22
"YNL139C_mRNA"	5064	97	4791	176	73
"YNL138W-A_mRNA"	528	97	255	176	76
"YNL138W_mRNA"	1770	31	1578	161	19
"YNL137C_mRNA"	1794	114	1458	222	31
"YNL136W_mRNA"	1427	20	1275	132	28
"YNL135C_mRNA"	811	50	342	419	22
"YNL134C_mRNA"	1284	66	1128	90	28
"YNL133C_mRNA"	792	97	519	176	67
"YNL132W_mRNA"	3356	91	3168	97	70
"YNL131W_mRNA"	852	73	456	323	7
"YNL130C_mRNA"	1310	42	1179	89	10
"YNL130C-A_mRNA"	417	97	144	176	139
"YNL129W_mRNA"	949	97	720	132	46
"YNL128W_mRNA"	1575	97	1302	176	46
"YNL127W_mRNA"	3132	97	2859	176	82
"YNL126W_mRNA"	2811	97	2538	176	70
"YNL125C_mRNA"	2292	97	2019	176	19
"YNL124W_mRNA"	1581	28	1476	77	13
"YNL123W_mRNA"	3108	50	2991	67	Inf
"YNL122C_mRNA"	618	97	345	176	28
"YNL121C_mRNA"	2128	53	1851	224	64
"YNL120C_mRNA"	756	97	483	176	4
"YNL119W_mRNA"	1647	33	1479	135	4
"YNL118C_mRNA"	3144	52	2910	182	67
"YNL117W_mRNA"	1935	97	1662	176	31
"YNL116W_mRNA"	1786	53	1566	167	25
"YNL115C_mRNA"	2205	97	1932	176	25
"YNL114C_mRNA"	642	97	369	176	49
"YNL113W_mRNA"	647	48	426	173	85
"YNL112W_mRNA"	1815	41	1638	136	49
"YNL111C_mRNA"	883	246	360	277	67
"YNL110C_mRNA"	847	84	660	103	25
"YNL108C_mRNA"	1019	38	810	171	13
"YNL109W_mRNA"	816	97	543	176	121
"YNL107W_mRNA"	883	40	678	165	64
"YNL106C_mRNA"	3822	97	3549	176	55
"YNL105W_mRNA"	699	97	426	176	85
"YNL104C_mRNA"	2160	197	1857	106	Inf
"YNL103W-A_mRNA"	360	97	87	176	97
"YNL103W_mRNA"	2297	195	2016	86	70
"YNL102W_mRNA"	4677	97	4404	176	94
"YNL101W_mRNA"	2519	187	2139	193	25
"YNL100W_mRNA"	871	50	702	119	43
"YNL099C_mRNA"	987	97	714	176	130
"YNL098C_mRNA"	1239	97	966	176	4
"YNL097C-B_mRNA"	393	97	120	176	124
"YNL097C_mRNA"	1284	132	990	162	76
"YNL097W-A_mRNA"	426	97	153	176	19
"YNL096C_mRNA"	877	52	570	255	13
"YNL095C_mRNA"	2273	224	1926	123	7
"YNL094W_mRNA"	2180	266	1761	153	67
"YNL093W_mRNA"	933	97	660	176	46
"YNL092W_mRNA"	1473	97	1200	176	19
"YNL091W_mRNA"	3936	136	3720	80	Inf
"YNL090W_mRNA"	849	97	576	176	22
"YNL089C_mRNA"	747	97	474	176	22
"YNL088W_mRNA"	4557	97	4284	176	73
"YNL087W_mRNA"	3807	97	3534	176	16
"YNL086W_mRNA"	636	92	306	238	88
"YNL085W_mRNA"	2763	97	2490	176	127
"YNL084C_mRNA"	1246	65	1047	134	10
"YNL083W_mRNA"	1836	18	1482	336	10
"YNL082W_mRNA"	2750	45	2619	86	34
"YNL081C_mRNA"	662	44	429	189	49
"YNL080C_mRNA"	1378	195	1098	85	10
"YNL079C_mRNA"	801	45	597	159	67
"YNL078W_mRNA"	1494	97	1221	176	28
"YNL077W_mRNA"	1857	97	1584	176	166
"YNL076W_mRNA"	2025	97	1752	176	13
"YNL075W_mRNA"	1143	97	870	176	13
"YNL074C_mRNA"	1629	97	1356	176	46
"YNL073W_mRNA"	2001	97	1728	176	31
"YNL072W_mRNA"	1035	21	921	93	Inf
"YNL071W_mRNA"	1691	82	1446	163	7
"YNL070W_mRNA"	415	78	180	157	82
"YNL069C_mRNA"	806	45	594	167	10
"YNL068C_mRNA"	2859	97	2586	176	40
"YNL067W-A_mRNA"	417	97	144	176	55
"YNL067W-B_mRNA"	411	97	138	176	64
"YNL067W_mRNA"	917	44	573	300	40
"YNL066W_mRNA"	1570	109	1260	201	7
"YNL065W_mRNA"	2031	97	1758	176	52
"YNL064C_mRNA"	1596	169	1227	200	10
"YNL063W_mRNA"	1215	97	942	176	94
"YNL062C_mRNA"	1707	97	1434	176	25
"YNL061W_mRNA"	2059	43	1854	162	31
"YNL059C_mRNA"	2538	97	2265	176	94
"YNL058C_mRNA"	1221	97	948	176	10
"YNL057W_mRNA"	603	97	330	176	19
"YNL056W_mRNA"	931	158	591	182	7
"YNL055C_mRNA"	937	48	849	40	Inf
"YNL054W_mRNA"	3768	97	3495	176	16
"YNL053W_mRNA"	1712	115	1467	130	76
"YNL052W_mRNA"	764	39	459	266	19
"YNL051W_mRNA"	1268	15	1209	44	Inf
"YNL050C_mRNA"	1083	97	810	176	133
"YNL049C_mRNA"	2901	97	2628	176	19
"YNL048W_mRNA"	1765	18	1644	103	Inf
"YNL047C_mRNA"	2241	97	1968	176	13
"YNL046W_mRNA"	853	180	516	157	103
"YNL045W_mRNA"	2286	97	2013	176	31
"YNL044W_mRNA"	778	85	528	165	76
"YNL043C_mRNA"	591	97	318	176	31
"YNL042W-B_mRNA"	528	97	255	176	127
"YNL042W_mRNA"	1461	97	1188	176	85
"YNL041C_mRNA"	2790	97	2517	176	55
"YNL040W_mRNA"	1641	97	1368	176	61
"YNL039W_mRNA"	1877	39	1782	56	31
"YNL038W_mRNA"	960	97	687	176	31
"YNL037C_mRNA"	1335	144	1080	111	4
"YNL036W_mRNA"	845	51	663	131	7
"YNL035C_mRNA"	1457	73	1167	217	76
"YNL034W_mRNA"	2109	97	1836	176	58
"YNL033W_mRNA"	1125	97	852	176	58
"YNL032W_mRNA"	1116	97	843	176	58
"YNL031C_mRNA"	784	113	408	263	7
"YNL030W_mRNA"	633	136	309	188	16
"YNL029C_mRNA"	1679	45	1566	68	43
"YNL028W_mRNA"	588	97	315	176	82
"YNL027W_mRNA"	2307	97	2034	176	19
"YNL026W_mRNA"	1596	19	1452	125	Inf
"YNL025C_mRNA"	1242	97	969	176	16
"YNL024C-A_mRNA"	575	87	216	272	16
"YNL024C_mRNA"	1011	97	738	176	79
"YNL023C_mRNA"	3168	97	2895	176	49
"YNL022C_mRNA"	1631	63	1470	98	64
"YNL021W_mRNA"	2391	97	2118	176	19
"YNL020C_mRNA"	2200	120	1914	166	88
"YNL019C_mRNA"	1125	97	852	176	58
"YNL018C_mRNA"	2109	97	1836	176	82
"YNL017C_mRNA"	609	97	336	176	91
"YNL016W_mRNA"	2012	156	1359	497	10
"YNL015W_mRNA"	369	53	225	91	13
"YNL014W_mRNA"	3405	97	3132	176	34
"YNL013C_mRNA"	648	97	375	176	10
"YNL012W_mRNA"	2166	97	1893	176	22
"YNL011C_mRNA"	1605	97	1332	176	22
"YNL010W_mRNA"	928	65	723	140	25
"YNL009W_mRNA"	1533	97	1260	176	22
"YNL008C_mRNA"	2301	97	2028	176	115
"YNL007C_mRNA"	1253	149	1056	48	4
"YNL006W_mRNA"	1300	27	909	364	127
"YNL005C_mRNA"	1269	77	1113	79	Inf
"YNL004W_mRNA"	1514	20	1362	132	94
"YNL003C_mRNA"	1320	62	852	406	4
"YNL002C_mRNA"	1083	49	966	68	28
"YNL001W_mRNA"	1296	63	1158	75	25
"YNR001C_mRNA"	1710	97	1437	176	19
"YNR001W-A_mRNA"	489	97	216	176	7
"YNR002C_mRNA"	1119	97	846	176	22
"YNR003C_mRNA"	1077	49	951	77	10
"YNR003W-A_mRNA"	369	97	96	176	139
"YNR004W_mRNA"	711	97	438	176	7
"YNR005C_mRNA"	675	97	402	176	4
"YNR006W_mRNA"	2139	97	1866	176	112
"YNR007C_mRNA"	1203	97	930	176	25
"YNR008W_mRNA"	2256	97	1983	176	163
"YNR009W_mRNA"	984	78	747	159	109
"YNR010W_mRNA"	606	52	447	107	79
"YNR011C_mRNA"	2901	97	2628	176	109
"YNR012W_mRNA"	1682	92	1503	87	7
"YNR013C_mRNA"	2955	97	2682	176	13
"YNR014W_mRNA"	909	97	636	176	Inf
"YNR015W_mRNA"	1264	24	1152	88	31
"YNR016C_mRNA"	6972	97	6699	176	10
"YNR017W_mRNA"	1110	252	666	192	73
"YNR018W_mRNA"	851	45	672	134	97
"YNR019W_mRNA"	2199	97	1926	176	43
"YNR020C_mRNA"	1083	97	810	176	31
"YNR021W_mRNA"	1444	45	1212	187	40
"YNR022C_mRNA"	598	50	417	131	46
"YNR023W_mRNA"	1971	97	1698	176	16
"YNR024W_mRNA"	712	24	558	130	55
"YNR025C_mRNA"	630	97	357	176	100
"YNR026C_mRNA"	1686	97	1413	176	7
"YNR027W_mRNA"	1224	97	951	176	82
"YNR028W_mRNA"	1056	39	924	93	Inf
"YNR029C_mRNA"	1560	97	1287	176	13
"YNR030W_mRNA"	1887	77	1653	157	4
"YNR031C_mRNA"	5010	97	4737	176	10
"YNR032W_mRNA"	1378	144	1104	130	16
"YNR032C-A_mRNA"	356	37	219	100	Inf
"YNR033W_mRNA"	2634	97	2361	176	19
"YNR034W_mRNA"	1346	112	963	271	34
"YNR034W-A_mRNA"	726	293	294	139	70
"YNR035C_mRNA"	1115	41	1026	48	10
"YNR036C_mRNA"	658	26	459	173	79
"YNR037C_mRNA"	434	36	273	125	10
"YNR038W_mRNA"	2048	10	1887	151	61
"YNR039C_mRNA"	2088	97	1815	176	103
"YNR040W_mRNA"	927	97	768	62	19
"YNR041C_mRNA"	1389	97	1116	176	7
"YNR042W_mRNA"	699	97	426	176	Inf
"YNR043W_mRNA"	1395	47	1188	160	19
"YNR044W_mRNA"	2448	97	2175	176	52
"YNR045W_mRNA"	1540	31	1467	42	4
"YNR046W_mRNA"	609	49	405	155	70
"YNR047W_mRNA"	2952	97	2679	176	13
"YNR048W_mRNA"	1452	97	1179	176	61
"YNR049C_mRNA"	903	97	630	176	55
"YNR050C_mRNA"	1611	97	1338	176	136
"YNR051C_mRNA"	1818	97	1545	176	76
"YNR052C_mRNA"	1390	57	1299	34	Inf
"YNR053C_mRNA"	1731	97	1458	176	7
"YNR054C_mRNA"	1023	35	948	40	Inf
"YNR055C_mRNA"	2307	462	1758	87	34
"YNR056C_mRNA"	1956	97	1683	176	40
"YNR057C_mRNA"	984	97	711	176	10
"YNR058W_mRNA"	1713	97	1440	176	88
"YNR059W_mRNA"	2013	97	1740	176	46
"YNR060W_mRNA"	2430	97	2157	176	19
"YNR061C_mRNA"	1086	92	657	337	4
"YNR062C_mRNA"	1254	97	981	176	Inf
"YNR063W_mRNA"	2094	97	1821	176	13
"YNR064C_mRNA"	1143	97	870	176	10
"YNR065C_mRNA"	3621	97	3348	176	124
"YNR066C_mRNA"	1581	97	1308	176	Inf
"YNR067C_mRNA"	3541	46	3351	144	64
"YNR068C_mRNA"	1089	97	816	176	4
"YNR069C_mRNA"	1740	97	1467	176	Inf
"YNR070W_mRNA"	4272	97	3999	176	124
"YNR071C_mRNA"	1299	97	1026	176	85
"YNR072W_mRNA"	1965	97	1692	176	7
"YNR073C_mRNA"	1779	97	1506	176	7
"YNR074C_mRNA"	1407	97	1134	176	13
"YNR075W_mRNA"	1395	97	1122	176	7
"YNR075C-A_mRNA"	363	97	90	176	7
"YNR076W_mRNA"	633	97	360	176	40
"YNR077C_mRNA"	525	97	252	176	10
"YOL166W-A_mRNA"	426	97	153	176	52
"YOL166C_mRNA"	609	97	336	176	4
"YOL165C_mRNA"	702	97	429	176	16
"YOL164W-A_mRNA"	453	97	180	176	109
"YOL164W_mRNA"	2211	97	1938	176	82
"YOL163W_mRNA"	780	97	507	176	Inf
"YOL162W_mRNA"	918	97	645	176	10
"YOL161C_mRNA"	633	97	360	176	40
"YOL160W_mRNA"	612	97	339	176	7
"YOL159C-A_mRNA"	543	97	270	176	28
"YOL159C_mRNA"	700	18	513	169	34
"YOL158C_mRNA"	1971	22	1818	131	16
"YOL157C_mRNA"	2040	97	1767	176	76
"YOL156W_mRNA"	1974	97	1701	176	19
"YOL155W-A_mRNA"	405	97	132	176	34
"YOL155C_mRNA"	3174	97	2901	176	10
"YOL154W_mRNA"	1020	97	747	176	4
"YOL152W_mRNA"	2133	97	1860	176	4
"YOL151W_mRNA"	1299	97	1026	176	22
"YOL150C_mRNA"	582	97	309	176	37
"YOL149W_mRNA"	966	97	693	176	13
"YOL148C_mRNA"	2085	97	1812	176	10
"YOL147C_mRNA"	914	73	708	133	118
"YOL146W_mRNA"	669	24	582	63	Inf
"YOL145C_mRNA"	3504	97	3231	176	43
"YOL144W_mRNA"	1526	27	1452	47	4
"YOL143C_mRNA"	869	247	507	115	49
"YOL142W_mRNA"	795	21	720	54	19
"YOL141W_mRNA"	2358	97	2085	176	43
"YOL140W_mRNA"	1542	97	1269	176	28
"YOL139C_mRNA"	847	90	639	118	22
"YOL138C_mRNA"	4296	97	4023	176	91
"YOL137W_mRNA"	1764	97	1491	176	Inf
"YOL136C_mRNA"	1770	222	1191	357	175
"YOL135C_mRNA"	834	38	666	130	28
"YOL134C_mRNA"	660	97	387	176	52
"YOL133W_mRNA"	703	51	363	289	28
"YOL132W_mRNA"	1686	97	1413	176	34
"YOL131W_mRNA"	597	97	324	176	25
"YOL130W_mRNA"	2850	97	2577	176	13
"YOL129W_mRNA"	741	38	552	151	34
"YOL128C_mRNA"	1398	97	1125	176	97
"YOL127W_mRNA"	656	34	426	196	19
"YOL126C_mRNA"	1417	76	1131	210	4
"YOL125W_mRNA"	1701	97	1428	176	52
"YOL124C_mRNA"	1396	36	1299	61	13
"YOL123W_mRNA"	2113	380	1602	131	19
"YOL122C_mRNA"	1967	107	1725	135	118
"YOL121C_mRNA"	587	66	432	89	7
"YOL120C_mRNA"	843	94	558	191	10
"YOL119C_mRNA"	1776	97	1503	176	28
"YOL118C_mRNA"	579	97	306	176	7
"YOL117W_mRNA"	2208	97	1935	176	58
"YOL116W_mRNA"	1419	97	1146	176	124
"YOL115W_mRNA"	2025	97	1752	176	Inf
"YOL114C_mRNA"	879	97	606	176	49
"YOL113W_mRNA"	2238	97	1965	176	124
"YOL112W_mRNA"	1727	149	1476	102	4
"YOL111C_mRNA"	909	97	636	176	7
"YOL110W_mRNA"	984	97	711	176	94
"YOL109W_mRNA"	600	92	339	169	52
"YOL108C_mRNA"	726	97	453	176	13
"YOL107W_mRNA"	1299	97	1026	176	103
"YOL106W_mRNA"	624	97	351	176	4
"YOL105C_mRNA"	2089	286	1668	135	28
"YOL104C_mRNA"	1329	97	1056	176	76
"YOL103W_mRNA"	2100	97	1827	176	31
"YOL102C_mRNA"	816	19	690	107	40
"YOL101C_mRNA"	1209	97	936	176	22
"YOL100W_mRNA"	3516	97	3243	176	115
"YOL099C_mRNA"	762	97	489	176	10
"YOL098C_mRNA"	3384	97	3111	176	67
"YOL097W-A_mRNA"	456	97	183	176	7
"YOL097C_mRNA"	1398	25	1296	77	43
"YOL096C_mRNA"	1061	29	936	96	Inf
"YOL095C_mRNA"	2391	97	2118	176	115
"YOL094C_mRNA"	1080	57	969	54	Inf
"YOL093W_mRNA"	1021	26	879	116	37
"YOL092W_mRNA"	1010	41	924	45	37
"YOL091W_mRNA"	2100	97	1827	176	58
"YOL090W_mRNA"	3005	38	2892	75	28
"YOL089C_mRNA"	3363	97	3090	176	28
"YOL088C_mRNA"	1060	82	831	147	7
"YOL087C_mRNA"	3621	97	3348	176	4
"YOL086W-A_mRNA"	430	57	270	103	16
"YOL086C_mRNA"	1402	279	1044	79	16
"YOL085W-A_mRNA"	483	97	210	176	130
"YOL085C_mRNA"	612	97	339	176	10
"YOL084W_mRNA"	3246	97	2973	176	4
"YOL083W_mRNA"	1420	94	1236	90	49
"YOL083C-A_mRNA"	411	97	138	176	4
"YOL082W_mRNA"	1413	59	1245	109	Inf
"YOL081W_mRNA"	9510	97	9237	176	19
"YOL080C_mRNA"	1075	51	867	157	13
"YOL079W_mRNA"	669	97	396	176	19
"YOL078W_mRNA"	3801	97	3528	176	64
"YOL077W-A_mRNA"	480	50	204	226	7
"YOL077C_mRNA"	1020	75	873	72	4
"YOL076W_mRNA"	2521	22	2388	111	25
"YOL075C_mRNA"	4155	97	3882	176	19
"YOL073C_mRNA"	1062	42	966	54	34
"YOL072W_mRNA"	1489	22	1365	102	25
"YOL071W_mRNA"	655	4	486	165	46
"YOL070C_mRNA"	1776	97	1503	176	91
"YOL069W_mRNA"	1626	97	1353	176	103
"YOL068C_mRNA"	1782	97	1509	176	112
"YOL067C_mRNA"	1589	50	531	1008	13
"YOL066C_mRNA"	2046	97	1773	176	10
"YOL065C_mRNA"	1425	97	1152	176	124
"YOL064C_mRNA"	1344	97	1071	176	25
"YOL063C_mRNA"	3144	97	2871	176	22
"YOL062C_mRNA"	1746	97	1473	176	64
"YOL061W_mRNA"	1726	68	1488	170	10
"YOL060C_mRNA"	2391	97	2118	176	37
"YOL059W_mRNA"	1593	97	1320	176	28
"YOL058W_mRNA"	1515	80	1260	175	10
"YOL057W_mRNA"	2339	56	2133	150	10
"YOL056W_mRNA"	1125	63	909	153	118
"YOL055C_mRNA"	1926	97	1653	176	28
"YOL054W_mRNA"	1491	97	1218	176	19
"YOL053W_mRNA"	1458	97	1185	176	49
"YOL052C-A_mRNA"	521	45	183	293	28
"YOL052C_mRNA"	1461	97	1188	176	73
"YOL051W_mRNA"	3516	97	3243	176	151
"YOL050C_mRNA"	591	97	318	176	154
"YOL049W_mRNA"	1652	59	1473	120	31
"YOL048C_mRNA"	1299	97	1026	176	7
"YOL047C_mRNA"	1341	97	1068	176	58
"YOL046C_mRNA"	945	97	672	176	22
"YOL045W_mRNA"	3576	97	3303	176	70
"YOL044W_mRNA"	1422	97	1149	176	16
"YOL043C_mRNA"	1413	97	1140	176	52
"YOL042W_mRNA"	1431	66	1089	276	136
"YOL041C_mRNA"	1650	97	1377	176	10
"YOL040C_mRNA"	630	60	426	144	10
"YOL039W_mRNA"	718	145	318	255	7
"YOL038C-A_mRNA"	368	73	93	202	31
"YOL038W_mRNA"	925	79	762	84	37
"YOL036W_mRNA"	2819	393	2283	143	127
"YOL037C_mRNA"	624	97	351	176	43
"YOL035C_mRNA"	573	97	300	176	16
"YOL034W_mRNA"	3365	27	3279	59	19
"YOL033W_mRNA"	1780	58	1608	114	4
"YOL032W_mRNA"	1011	97	738	176	46
"YOL031C_mRNA"	1536	97	1263	176	64
"YOL030W_mRNA"	1712	62	1452	198	64
"YOL029C_mRNA"	876	97	603	176	10
"YOL028C_mRNA"	1008	97	735	176	25
"YOL027C_mRNA"	1935	41	1719	175	7
"YOL026C_mRNA"	477	39	339	99	76
"YOL025W_mRNA"	2253	97	1980	176	91
"YOL024W_mRNA"	789	97	516	176	76
"YOL023W_mRNA"	2137	17	2028	92	34
"YOL022C_mRNA"	1497	97	1224	176	34
"YOL021C_mRNA"	3174	46	3003	125	61
"YOL020W_mRNA"	2035	147	1776	112	34
"YOL019W-A_mRNA"	423	97	150	176	19
"YOL019W_mRNA"	2019	142	1653	224	55
"YOL018C_mRNA"	1494	86	1191	217	4
"YOL017W_mRNA"	2415	97	2142	176	22
"YOL016C_mRNA"	1537	93	1341	103	28
"YOL015W_mRNA"	2031	97	1758	176	34
"YOL014W_mRNA"	652	155	372	125	22
"YOL013W-B_mRNA"	561	97	288	176	28
"YOL013W-A_mRNA"	462	97	189	176	10
"YOL013C_mRNA"	1926	97	1653	176	118
"YOL012C_mRNA"	966	377	402	187	10
"YOL011W_mRNA"	2331	97	2058	176	112
"YOL010W_mRNA"	1273	67	1101	105	31
"YOL009C_mRNA"	1086	97	813	176	37
"YOL008W_mRNA"	808	31	621	156	25
"YOL007C_mRNA"	1450	88	1023	339	37
"YOL006C_mRNA"	2580	97	2307	176	94
"YOL005C_mRNA"	759	286	360	113	16
"YOL004W_mRNA"	4881	97	4608	176	58
"YOL003C_mRNA"	1407	97	1134	176	55
"YOL002C_mRNA"	1084	56	951	77	31
"YOL001W_mRNA"	1152	97	879	176	4
"YOR001W_mRNA"	2344	31	2199	114	34
"YOR002W_mRNA"	1794	81	1632	81	49
"YOR003W_mRNA"	1707	97	1434	176	7
"YOR004W_mRNA"	972	57	762	153	19
"YOR005C_mRNA"	3105	97	2832	176	43
"YOR006C_mRNA"	1116	40	939	137	13
"YOR007C_mRNA"	1176	19	1038	119	22
"YOR008C_mRNA"	1715	250	1134	331	67
"YOR008C-A_mRNA"	495	97	222	176	4
"YOR008W-B_mRNA"	372	97	99	176	Inf
"YOR009W_mRNA"	1734	97	1461	176	7
"YOR010C_mRNA"	1026	97	753	176	13
"YOR011W_mRNA"	4455	97	4182	176	13
"YOR011W-A_mRNA"	477	97	204	176	4
"YOR012W_mRNA"	684	97	411	176	16
"YOR013W_mRNA"	741	97	468	176	67
"YOR014W_mRNA"	2544	97	2271	176	43
"YOR015W_mRNA"	630	97	357	176	22
"YOR016C_mRNA"	865	117	621	127	70
"YOR017W_mRNA"	2591	32	2400	159	58
"YOR018W_mRNA"	2701	47	2511	143	127
"YOR019W_mRNA"	2463	97	2190	176	22
"YOR020C_mRNA"	486	50	318	118	7
"YOR020W-A_mRNA"	1003	530	270	203	49
"YOR021C_mRNA"	827	53	639	135	19
"YOR022C_mRNA"	2179	20	2145	14	Inf
"YOR023C_mRNA"	1971	97	1698	176	22
"YOR024W_mRNA"	594	97	321	176	Inf
"YOR025W_mRNA"	1564	70	1341	153	7
"YOR026W_mRNA"	1296	97	1023	176	121
"YOR027W_mRNA"	1956	97	1767	92	7
"YOR028C_mRNA"	1158	97	885	176	13
"YOR029W_mRNA"	606	97	333	176	19
"YOR030W_mRNA"	2130	97	1857	176	Inf
"YOR032C_mRNA"	1575	97	1302	176	37
"YOR032W-A_mRNA"	471	97	198	176	37
"YOR033C_mRNA"	2379	97	2106	176	82
"YOR034C_mRNA"	2520	97	2247	176	34
"YOR034C-A_mRNA"	513	97	240	176	34
"YOR035C_mRNA"	2640	97	2367	176	25
"YOR036W_mRNA"	966	30	864	72	52
"YOR037W_mRNA"	1226	23	1098	105	19
"YOR038C_mRNA"	2898	97	2625	176	22
"YOR039W_mRNA"	1197	162	774	261	88
"YOR040W_mRNA"	1128	97	855	176	46
"YOR041C_mRNA"	702	97	429	176	121
"YOR042W_mRNA"	1419	57	1233	129	7
"YOR043W_mRNA"	1731	97	1458	176	19
"YOR044W_mRNA"	744	97	471	176	4
"YOR045W_mRNA"	437	57	183	197	163
"YOR046C_mRNA"	1540	42	1446	52	46
"YOR047C_mRNA"	1641	139	1332	170	4
"YOR048C_mRNA"	3291	97	3018	176	73
"YOR049C_mRNA"	1335	97	1062	176	4
"YOR050C_mRNA"	618	97	345	176	79
"YOR051C_mRNA"	1437	52	1236	149	Inf
"YOR052C_mRNA"	902	196	450	256	64
"YOR053W_mRNA"	612	97	339	176	73
"YOR054C_mRNA"	2246	151	2022	73	25
"YOR055W_mRNA"	705	97	432	176	19
"YOR056C_mRNA"	1523	84	1377	62	13
"YOR057W_mRNA"	1323	67	1185	71	37
"YOR058C_mRNA"	2928	97	2655	176	10
"YOR059C_mRNA"	1453	45	1350	58	40
"YOR060C_mRNA"	1044	97	771	176	25
"YOR061W_mRNA"	1383	157	1017	209	91
"YOR062C_mRNA"	1077	97	804	176	37
"YOR063W_mRNA"	1383	101	1161	121	37
"YOR064C_mRNA"	930	97	657	176	10
"YOR065W_mRNA"	1200	97	927	176	16
"YOR066W_mRNA"	2119	16	1887	216	7
"YOR067C_mRNA"	1880	61	1731	88	28
"YOR068C_mRNA"	615	97	342	176	37
"YOR069W_mRNA"	2225	72	2025	128	19
"YOR070C_mRNA"	2165	174	1911	80	31
"YOR071C_mRNA"	2067	97	1794	176	4
"YOR072W_mRNA"	585	97	312	176	Inf
"YOR072W-A_mRNA"	519	97	246	176	55
"YOR072W-B_mRNA"	432	97	159	176	34
"YOR073W_mRNA"	2043	97	1770	176	100
"YOR074C_mRNA"	1185	97	912	176	67
"YOR073W-A_mRNA"	504	97	231	176	16
"YOR075W_mRNA"	1145	46	1038	61	Inf
"YOR076C_mRNA"	2514	97	2241	176	13
"YOR077W_mRNA"	969	97	696	176	28
"YOR078W_mRNA"	756	53	642	61	28
"YOR079C_mRNA"	1095	35	939	121	46
"YOR080W_mRNA"	2469	97	2196	176	49
"YOR081C_mRNA"	2362	48	2247	67	16
"YOR082C_mRNA"	612	97	339	176	16
"YOR083W_mRNA"	1158	97	885	176	82
"YOR084W_mRNA"	1434	97	1161	176	37
"YOR085W_mRNA"	1220	60	1050	110	58
"YOR086C_mRNA"	3871	193	3558	120	40
"YOR087W_mRNA"	2298	97	2025	176	31
"YOR089C_mRNA"	806	77	630	99	25
"YOR090C_mRNA"	1989	97	1716	176	25
"YOR091W_mRNA"	1169	62	1035	72	22
"YOR092W_mRNA"	2233	207	1839	187	79
"YOR093C_mRNA"	5217	97	4944	176	19
"YOR094W_mRNA"	827	103	549	175	118
"YOR095C_mRNA"	1611	161	774	676	31
"YOR096W_mRNA"	763	94	570	99	10
"YOR097C_mRNA"	798	97	525	176	49
"YOR098C_mRNA"	3501	97	3228	176	16
"YOR099W_mRNA"	1394	117	1179	98	76
"YOR100C_mRNA"	1280	37	981	262	16
"YOR101W_mRNA"	1230	89	927	214	7
"YOR102W_mRNA"	621	97	348	176	Inf
"YOR103C_mRNA"	899	415	390	94	Inf
"YOR104W_mRNA"	1119	97	846	176	4
"YOR105W_mRNA"	597	97	324	176	22
"YOR106W_mRNA"	1122	97	849	176	4
"YOR107W_mRNA"	1501	261	927	313	109
"YOR108W_mRNA"	2012	91	1812	109	4
"YOR108C-A_mRNA"	480	97	207	176	10
"YOR109W_mRNA"	3594	97	3321	176	55
"YOR110W_mRNA"	1578	97	1305	176	34
"YOR111W_mRNA"	1046	32	696	318	37
"YOR112W_mRNA"	2438	70	2283	85	64
"YOR113W_mRNA"	3015	97	2742	176	52
"YOR114W_mRNA"	1155	97	882	176	7
"YOR115C_mRNA"	963	51	804	108	25
"YOR116C_mRNA"	4653	97	4380	176	16
"YOR117W_mRNA"	1533	93	1302	138	7
"YOR118W_mRNA"	2043	204	1701	138	64
"YOR119C_mRNA"	1725	97	1452	176	73
"YOR120W_mRNA"	1137	59	936	142	43
"YOR121C_mRNA"	576	97	303	176	22
"YOR122C_mRNA"	705	58	378	269	133
"YOR123C_mRNA"	1665	97	1392	176	31
"YOR124C_mRNA"	4089	97	3816	176	7
"YOR125C_mRNA"	972	97	699	176	85
"YOR126C_mRNA"	834	23	714	97	10
"YOR127W_mRNA"	3294	97	3021	176	64
"YOR128C_mRNA"	1841	71	1713	57	37
"YOR129C_mRNA"	2963	78	2679	206	4
"YOR130C_mRNA"	1056	109	876	71	10
"YOR131C_mRNA"	927	97	654	176	22
"YOR132W_mRNA"	1784	87	1653	44	34
"YOR133W_mRNA"	2773	59	2526	188	10
"YOR134W_mRNA"	1500	97	1227	176	Inf
"YOR135C_mRNA"	612	97	339	176	49
"YOR136W_mRNA"	1550	172	1107	271	52
